Date,Asian Paint,Axis Bank,Bajaj Finserv,Bajaj Finance,Airtel,HCL Technology,HDFC,HDFC Bank,Hindustan Unilever,ICICI Bank,Infosys,ITC,Kotak Bank,LNT,Maruti,Reliance,SBI,Tata Steel,TCS,Titan,Adani Ports,Cipla,Divis Laboratories Ltd.,Dr Reddys Laboratories Ltd.,Grasim,HDFC Life Insurance,Hindalco Industries,IndusInd Bank,JSW Steels,Mahindra & Mahindra Limited,Nestle India,NTPC,ONGC,PowerGrid,SBI Life Insurance,Sun Pharma Advanced Research Company Ltd,Tata Motors,Tech Mahindra,UltraTech Cement,Wipro,Bajaj Auto,Bharat Petroleum,Britannia,Coal India,Eicher Motors,Hero Motorcorp,Indian Oil Corporation Ltd.,Shree Cement,Tata Consumer Products Limited,UPL Ltd.
4/17/2018,-0.002420517,-0.018608649,0.007389836,-0.004254393,0.014235108,0.011039921,0.010239043,0.003289997,0.018185209,0.014326624,-0.007084692,0.011841107,-0.006204689,-0.0062691,-0.007791365,0.007654312,-0.003419519,0.007493846,-0.00662545,0.017289724,-0.010637034,-0.00858448,0.006202797,0.001473431,0.002148894,-0.00699767,-0.000208846,0.001179124,0.000808996,0.009808824,0.029749333,0.016237361,-0.003864189,0.028212663,0.017479295,0.012504701,-0.007992883,-0.000598391,6.38E-05,-0.017924444,0.009083763,0.005983975,0.005584535,0.005229226,-0.008717017,-0.009019931,0.013245208,0.000524278,0.004637962,-0.007954594
4/18/2018,-0.003151177,-0.026937381,-0.010048288,-0.004246659,0.005741883,-0.014094936,-0.006370463,-0.008193612,0.003418419,-0.005843991,0.000666326,0.028549687,-0.009401505,0.00040441,-0.004250081,-0.006640982,-0.006874257,0.009268196,-0.00237128,-0.020763394,0.004034673,0.007985897,-0.004797415,-0.001854035,-0.001737086,0.003758461,0.014102304,-0.012532337,0.002584457,-0.013746975,-0.004263715,0.009001536,0.007164555,0.000487904,-6.94E-05,-0.00647332,-0.004916284,-0.017357617,0.018990177,0.027365762,-0.000750894,-0.013360453,0.003652893,-0.00873063,-0.004966002,-0.008312498,-0.013548303,0.003390001,0.011149549,6.60E-05
4/19/2018,-0.006246586,-0.010376809,0.002482113,-0.007057007,0.02847813,0.021535031,-0.010197167,0.003306142,0.002547563,-0.001552598,0.006109479,0.007237231,-4.33E-05,0.018141931,-0.004818873,0.004573703,-0.001218039,0.033266991,0.010094115,-0.025236436,0.004147707,-0.000342089,0.004119493,0.016352679,0.01028689,0.020770337,0.086547913,-0.005793504,0.040776804,0.004499491,0.018796612,-0.005616483,0.010107945,0.01500883,0.002146511,0.002522343,-0.001644086,0.012708226,0.027448076,-0.000683616,-0.001433601,-0.073329994,0.006349092,-0.006686612,0.001496908,-0.003806248,-0.043363871,0.006264559,0.007364599,0.014805304
4/20/2018,-0.004861605,-0.01413731,-0.018526441,-0.017344992,0.016680584,0.042103377,-0.013269259,0.008678082,0.009308827,-0.026061859,0.039463414,-0.004154983,-0.000910414,-0.014509046,-0.005816887,-0.015399713,-0.020314629,-0.025649739,0.064114423,0.003980509,-0.014068212,0.007925327,0.012215822,-0.006763516,-0.003038598,-0.015713692,-0.010059851,-0.011026485,0,-0.00299741,0.001797095,-0.018187417,-0.008736014,-0.004334241,-0.009381257,-0.008916752,0.005221944,0.0517066,-0.005510602,0.018967527,-0.00183867,-0.013771176,-0.013705883,0.030771574,0.007364508,0.005116295,0.01352015,-0.008321284,0.00034926,-0.004105129
4/23/2018,0.016552613,0.00098824,0.001446059,0.010027176,0.002112209,0.023857736,-0.001800846,-0.01035561,-0.010306402,-0.009794398,0.007818648,-0.002537657,0.013911566,-0.003706394,0.00440575,0.008691492,0.005169039,0.00065957,0.001820544,0.006668453,0.013550728,0.018668616,-0.013318399,0.00641238,-0.014365106,-0.004144535,-0.025112387,0.033388442,-0.003257641,0.030547994,-0.02841232,-0.004310971,-0.007154698,-0.001932387,0.001116444,0.02439141,-0.005820514,0.002139038,0.015271627,-0.002351334,-0.000192836,0.026437972,-0.001748932,-0.007733991,-0.002684321,-0.006567596,0.00994409,0.006882229,-0.009475353,-0.015728681
4/24/2018,-0.0073229,-0.002670505,0.024932138,0.009667012,0.008404421,-0.024234354,0.015554223,-0.000387522,0.004738386,0.016681885,-0.028351273,0.001813237,-0.002569595,0.013148473,-2.20E-05,0.035732157,-0.007659662,-0.015031613,-0.006770407,-0.001039015,0.015155681,0.002911694,-0.000169687,0.006813314,-0.004340761,0.011982184,-0.076609014,0.001599233,0.009125459,0.017139669,-0.009397929,-0.004329636,0.008798467,-0.00169387,0.03971948,0.007062176,-0.007512055,-0.027877862,-0.005918048,-0.035601916,0.012075578,0.006143424,-0.002987606,0.002412589,0.002300581,-0.000349706,0.008314173,0.00748773,-0.001588045,-0.012145596
4/25/2018,-0.006043288,-0.012858412,0.00122444,-0.009403798,0.032928818,0.006429775,-0.005419217,-0.007391592,-0.000308391,-0.018473038,0.005054313,-0.00690784,0.001585343,-0.011018372,-0.01445094,0.000463813,-0.014232175,-0.019176893,0.024680755,-0.001144203,-0.000892702,-0.014812667,-0.014877812,-0.015065315,-0.016847953,0.021878848,-0.020051853,-0.015919171,-0.009436183,0.018081311,-0.009967844,-0.005802234,-0.017675119,0.004349953,0.026587077,-0.023857254,-0.008937367,0.005405041,0.003767805,0.000696714,0.004682814,0.00545804,0.014635934,0.001547897,-0.012597985,8.07E-05,-0.015140081,0.009516291,0.020795899,-0.001074881
4/26/2018,-0.006339728,-0.009373639,-0.017645488,-0.004087612,-0.025693458,0.007921387,0.000513494,0.004933793,0.021726388,-0.000179248,0.013779725,0.015026965,0.015168846,-0.011586472,0.001325491,0.004984963,-0.017007213,-0.013741198,0.019688203,0.008962191,0.013181464,0.011567647,0.00891908,-0.019619877,0.006427247,0.043028689,0.008368237,0.018313235,0.018479121,0.005023432,0.034699067,0.000872474,0.007494864,-0.001689472,-0.00431682,0.000840502,0.005008719,0.006823912,-0.013476749,-0.020405233,-0.005323901,-0.000777876,-0.000353513,-0.000515769,0.014793929,0.0119402,0.003418731,-0.010592534,0.007237688,0.008499876
4/27/2018,0.022163253,0.088057266,0.017820324,0.004771669,-0.001100304,-0.033651938,0.001781788,-0.003555062,-0.011668856,0.031939152,0.007410108,0.004124435,0.002569059,0.022423406,-0.018398988,0.021252053,0.03951758,0.019863625,-0.024975566,0.000515597,0.013382742,-0.000166755,0.014788677,0.010012972,0.016326984,-0.0264223,0.004051597,0.001486713,-0.000305222,0.005288082,0.002071292,-0.007293907,-0.000553284,0.00433842,-0.00519176,0.004430894,0.019936189,-0.030260793,-0.004200516,-0.018655289,0.021331017,0.011990072,0.016125306,-0.014024948,0.012550193,-0.012936056,0.010800908,-0.012170831,0.003085872,0.005449975
4/30/2018,0.016867749,-0.041463629,0.008673941,0.003439323,0.001955234,0.01059977,0.015788393,0.010807574,0.023435086,-0.012934918,0.011993308,0.00731043,0.018626683,0.016663171,0.003591326,-0.033683521,0.015542185,0.008693913,0.022953348,0.012091538,0.011979089,0.01250801,0.007375818,0.005751559,0.006328755,-0.002121167,0.002974915,0.007032069,-0.007968188,0.012212105,0.036285818,0.00816562,-0.000830416,-0.00024047,-0.020973505,0.009513688,0.010335246,0.000149095,0.01138156,0.00937111,0.001847603,-0.007202572,0.009559109,-0.006121576,-0.013082269,0.005036441,-0.003689985,-0.004425352,0.018486007,-0.033017376
05/02/18,0.016997189,0.012391518,-0.008370431,-0.001363815,-0.002689443,-0.050905913,0.014418308,0.012877663,-0.024792906,-0.02602185,-0.002044566,0.020398061,0.037079554,0.001604822,-0.008024235,0.009710791,-0.022159273,-0.034977292,-0.009201085,-0.017777777,-0.015339197,0.00754469,-0.007291614,0.003949747,0.001872662,-0.015759034,-0.032782711,-0.015771748,-0.030776486,-0.011690609,-0.021003235,-0.01021754,-0.002773158,-0.013075303,0.004631985,-0.023471364,-0.012861457,-0.012076789,-0.022732331,-0.01154619,0.004511198,-0.016660528,-0.016118172,-0.015915455,-0.02159672,-0.018428503,-0.007110923,-0.020276516,-0.016263235,0.004852164
05/03/18,-0.012803574,0.018257186,-0.006430553,-0.016299205,-0.009965035,-0.077704933,0.006313107,-0.000812707,-0.013508405,0.017895968,-0.012187073,-0.007863736,-0.018712341,-0.018267993,0.00130856,-0.011477165,0.003727459,0.018880706,-0.005127748,-0.005353886,-0.010274507,-0.004421545,0.008001154,0.00136822,-0.007557576,-0.027736779,0.01523093,0.00525831,0.013082365,0.002256562,-0.011213251,0.022629338,0.005814792,0.006316871,-0.019682064,0.02760531,-0.007617057,-0.014595433,-0.005279667,-0.014991121,0.003113878,-0.008567903,-0.016344627,-0.012736696,-0.021320117,-0.002322501,0.003407177,0.005846123,-0.021057064,-0.035388416
05/04/18,-0.01359945,-0.024866113,-0.010046503,-0.009057609,-0.019098165,0.004473035,-0.006443964,0.010413589,0.008229371,0.003364367,-0.008023368,-0.027930326,-8.11E-05,-0.006590385,-0.008919335,-0.007987261,0.000206688,-0.008060431,-0.000316002,-0.001303815,0.027943451,-0.020393624,-0.00535501,-0.006859548,-0.012584579,0.008731939,-0.000864104,0.00689786,-0.005968273,-0.012562673,0.001400326,-0.019699327,-0.004704622,0.004591003,-0.041704705,-0.034291858,0.002694998,0.014746409,-0.002380595,-0.005726469,-0.029522016,0.0065972,0.008842003,-0.020611854,-0.022679471,0.001134574,-0.001237605,-0.022244218,0.004003814,-0.006021724
05/07/18,0.020618471,0.02991512,0.009907657,0.020278578,0.003773648,-0.001776017,0.004361389,-0.005597723,0.022755159,0.024274244,0.008403788,0.018234349,0.009360647,0.014830718,0.007519307,0.0177152,0.018630913,0.026675065,-0.017329512,0.011260892,0.010114005,-0.010016518,0.013789341,-0.017768288,0.002882494,-0.0008998,0.027708507,-0.000714093,0.02612087,0.035982948,-0.002054504,-0.002343365,0.020047322,0.009119351,0.002134169,0.010677107,0.002240312,-0.007954286,0.011859055,0.017810054,0.009183516,0.014621607,0.016247676,-0.014479533,0.018939009,-0.003202047,0.017188901,0.013512069,0.021994098,0.01935247
05/08/18,-0.004412085,0.011406484,-0.011282862,-0.014373789,0.007255397,-0.008764907,-0.008032369,-0.00524788,-0.001235809,0.065120652,-0.014860464,0.001593105,-0.002573545,-0.017610883,0.00359612,-0.004024591,0.014298917,-0.000167734,0.005901958,-0.000877661,0.000969447,-0.000676929,0.002272963,0.002630001,0.014380756,0.019904639,0.003567272,-0.010746538,-0.005385871,-0.0231891,0.002745685,0.00526471,-0.004359613,0.016349192,-0.001635736,-0.011653416,-0.008991519,-0.006179762,0.007582672,-0.007305967,-0.007938001,0.017472229,-0.005129437,0.002800861,0.021936663,0.002532392,0.013601539,-0.001707803,-0.015413903,0.005698822
05/09/18,0.01040115,0.01146013,0.001646332,-0.010383442,0.003235449,0.008010461,-0.002999187,0.005753466,-3.35E-05,-0.008115611,0.004408698,-0.001416016,0.007460964,0.007845181,-0.006499628,0.009877673,-0.008232164,0.01133826,0.013880923,0.018016699,0.001331522,-0.004496719,-0.013255643,-0.005121579,0.002148501,0.00936864,-0.002306819,0.005068435,-0.007122941,-0.00602762,0.000334437,-0.005851356,-0.001366307,-0.004239308,-0.00356532,0.014304993,0.029077908,0.001147272,-0.024371276,-0.009208166,-0.007026095,-0.018379783,-0.007966002,-0.002987818,-0.00366798,-0.000793289,0.003895099,-0.010626412,0.007907855,0.013491377
05/10/18,-0.003975088,-0.001550838,-0.021072861,-0.006347479,0.023695231,0.002906835,-0.001766888,0.007202029,-0.006370516,0.000163019,-0.002308934,-0.00764514,-0.002921599,-0.00982536,-0.001538103,0.004545799,-0.000201646,-0.015034109,-0.010964673,-0.012865234,-0.006188258,-0.02148772,-0.004191824,-0.036881853,-0.001736657,0.005618039,0.013140284,0.003320541,-0.006861129,-0.004194315,-0.015379586,-0.011212828,0.029104689,-0.018340373,0.01952384,-0.02350469,-0.024721874,0.014419314,0.008110744,0.000739827,-0.015615722,0.012247945,-0.002790116,0.007452988,0.010887031,-0.002301218,0.004475615,-0.015250632,-0.023387814,-0.012798596
05/11/18,0.054922655,0.010263886,0.020315531,0.013031072,-0.063875542,0.00284476,0.013371636,0.009514511,0.011770333,0.013273118,0.010856945,0.01241591,0.015747143,0.018330506,0.005196111,0.008221712,0.009632863,0.021808714,0.001650199,-0.017676627,0.004614518,-0.003132595,0.008699262,0.000452262,0.007019767,0.010855505,0.005785115,0.004709515,0.013057895,0.014603848,0.058537474,-0.00625095,-0.003992021,-0.005544205,-0.021883969,-0.027484553,-0.008428763,0.004285615,0.018104259,0.008101651,-0.00427084,0.023053524,0.016798763,0.006107149,0.007330938,-0.00762636,0.006823994,0.006300956,0.007856871,0.018185397
5/14/2018,0.008437255,-0.002533413,0.007640809,0.001610306,-0.008963949,-0.008126394,0.005609783,0.004958483,-0.000365685,-0.002737321,0.00721511,0.004046074,0.003387239,-0.004080698,-0.004960663,-0.002682397,0.012898283,0.005091955,-0.006791958,-0.03843653,-0.006685736,0.008331914,-0.023638514,0.013597166,-0.000590703,0.03141425,-0.002475211,0.010894641,0.016238065,-0.01910899,0.005069601,0.02477272,-0.001334223,0.010579523,-0.01029188,-0.01133701,-0.022005722,0.001199652,0.008668895,-0.001100872,0.005843414,0.012196852,-0.002485899,-0.003511739,-0.01231113,0.008257003,-0.004148226,-0.001401606,-0.116436141,-0.009222952
5/15/2018,0.013246785,-0.003994218,0.002049306,0.019886729,-0.003136826,-0.000324259,-0.000543982,0.007907346,0.007916406,-0.005983704,0.004404646,-0.0104121,0.009587426,-0.005479104,0.002248488,-0.007784077,-0.0223295,0.025237992,0.014126958,0.011885607,-0.001953409,-0.00467819,-0.019634688,-0.004594854,-0.009728126,-0.064044816,0.007407391,0.001017733,0.016576631,-0.006589465,-0.000647993,-0.009071056,0.009302393,0.02270141,-0.017883035,-0.032683042,-0.042613358,0.005082639,0.000547688,-0.004969242,-0.002935163,0.003950562,-0.001703522,-0.024553714,0.009061877,0.00035628,-0.007151383,0.015937081,-0.053166669,0.006567295
5/16/2018,0.00686032,0.000545581,-0.014612931,0.009419469,-0.017430844,-0.005148365,-0.007804207,-0.007116277,0.037938247,-0.036337606,-0.003858338,0.014092183,-0.001910108,-0.008660576,-0.003558682,-0.023565795,-0.01995584,-0.007536938,0.00329688,0.00016113,-0.014897137,-0.028002117,0.013218377,-0.007270603,-0.006492116,-0.017828294,-0.017161566,0.004502239,0.006108991,0.007117035,0.006543987,-0.000588026,-0.014925667,-0.00187224,-0.016709757,0.002775728,0.000483578,0.003052055,-0.029273467,0.013560814,-0.004169963,-0.018529366,0.01589565,0,-0.006754292,-0.020512573,-0.007504163,0.001849923,-0.00640824,-0.01021153
5/17/2018,-0.010823644,-0.019368154,0.045937442,0.073557236,-0.020863513,-0.011475536,-0.020820655,0.002172262,-0.002735411,-0.004214081,-0.005942177,-0.024434621,-0.008385358,-0.004708852,0.000218522,-0.011359597,-0.001646806,-0.017782958,-0.000601186,0.005729114,-0.012983983,-0.011044919,0.000643487,-0.008461145,0.000738758,-0.006553434,-0.028343678,-0.005859468,-0.013760331,-0.004817559,0.008053236,-0.017206037,0.012807054,0,0.003065748,0.017403185,0.014876685,0.004597673,-0.008290855,0.013199733,0.001261713,-0.019646997,-0.01187971,0.029908771,-0.002284609,-0.00587654,-0.007257346,-0.003398704,0.026198772,-0.026171284
5/18/2018,-0.000840382,-0.01221629,0.028420197,0.039448638,-0.017148379,-0.021162152,-0.011856031,-0.00772299,0.022673851,-0.034018033,0.00025352,0.011937694,0.018479395,-0.030247413,-0.021682035,-0.012239353,-0.015990335,-0.031457971,0.002931149,0.003677173,-0.021336837,-0.038098116,-0.008051864,0.00245001,-0.018965622,-0.000708273,-0.006673162,0.008141876,-0.038534164,-0.015430573,-0.00230535,-0.002996743,-0.019002327,-0.002345216,-0.006742103,-0.025487486,-0.033255648,0.025060708,-0.025319091,-0.034539787,-0.009976953,-0.010940324,0.021727779,-0.017462871,-0.013527244,0.001826972,-0.006393708,-0.001758746,-0.011377624,0.003317953
5/21/2018,-0.005095718,-0.011418003,-0.001353493,-0.020775795,-0.003742961,0.005876937,-0.01840913,-0.009537661,-0.017052038,0.011122748,-0.003131971,0.000177166,-0.013807807,-0.001749885,-0.009734772,-0.00268072,0.023175011,-0.024650382,0.015498681,-0.026629443,-0.015002836,-0.02392136,-0.015685912,-0.045917125,-0.025731634,-0.008743485,-0.014138354,-0.002620035,-0.032450794,-0.012094359,-0.020569524,-0.01329321,0.003775608,-0.001409813,-0.015147214,-0.06033358,-0.028977922,-0.011028243,-0.001711844,-0.015175962,-0.024311053,0.019226431,-0.013571947,0.012848188,-0.021953524,-0.01932315,0.008818649,-0.019430731,-0.004710685,-0.038654273
5/22/2018,-0.011473712,-0.006760942,0.042721258,0.020613033,0.005125665,0.009939846,-0.005069972,-0.001581755,-0.002759307,0.003450659,0.012092739,-0.012832135,-0.010987232,0.005240404,0.015557347,-0.004951257,0.037929688,-0.000346702,-0.013544636,-0.001147873,-0.010347888,0.006797839,-0.01499935,0.059746374,0.003517506,-0.016576931,0.028931193,-0.010969318,0.029158424,0.005132397,0.015470576,0.004551669,-0.002965378,-0.008974946,0.007223542,0.022224724,0.039103783,0.001530963,-0.025422634,0.000377562,0.031816449,0.009476348,0.014884295,0.032043477,0.016733203,0.00200206,-0.028560172,0.017601796,0.014673142,-0.000366318
5/23/2018,-0.006431642,-0.005845425,-0.030907463,-0.033543911,-0.014054297,-0.011727297,-0.014665005,-0.011320697,-0.00394608,0.00601015,-0.007524955,-0.019196488,-0.005837848,0.005100028,-0.007415887,-0.015769818,0.035973781,-0.06583386,-0.003940555,0.006432954,-0.014589118,0.015903448,-0.02550986,-0.02787804,0.007523313,-0.010961016,-0.021510832,-0.026773968,-0.026736137,0.001925362,0.000731476,0.008441449,-0.054367261,0.002606269,0.028530652,-0.005405827,0.005671246,0.01597026,-0.014685733,-0.005677531,-0.012017822,-0.061324359,0.019664823,-0.010265648,-0.018122057,-0.004854747,-0.044593376,-0.019519664,0.012265171,0.004606126
5/24/2018,0.0116633,0.026928738,0.006258404,0.007835895,0.041449625,0.019213832,0.012507971,0.009358864,-0.004473994,0.01916133,0.030011792,0.005106682,0.015884621,0.008367954,-0.010249631,0.00393855,0.019936668,0.014978501,0.030599066,0.00130337,-0.008048333,0.002063938,0.03182013,0.009472215,-0.024795223,-0.002732855,0.01788652,0.009155985,0.013298262,0.013434241,0.002491351,-0.009047106,-0.044892395,0.002127466,-0.001105095,-0.01033821,-0.069581707,0.019733695,-0.011523159,0.003410324,-0.015305969,-0.006977101,0.000437296,0.014021419,0.004187918,0.001993433,0.01551417,0.007998938,0.01704025,0.013404519
5/25/2018,-0.000966763,0.007549293,0.041239367,0.010093299,0.013487491,0.004705363,0.007529318,0.011365157,0.009340664,-0.006910007,0.005960944,-0.009321162,0.015867812,0.002947672,0.016204281,0.005390244,-0.005789493,0.035921257,-0.004979467,0.003359202,0.023032354,0.005887088,0.017694936,-0.002588296,0.008721776,0.013486195,0.047548547,0.023378821,0.037180147,0.017228148,0.007159789,0.00151351,0.045177434,0.001415704,0.00814891,0.008808234,0.01887496,-0.012163329,0.006470928,0.000945269,0.009360311,0.024472512,0.018933987,-0.016196143,0.023043972,0.017877071,0.047292378,0.004777472,0.013077208,0.003663955
5/28/2018,0.022570004,0.014106211,-0.010322058,-0.009997851,-0.004786575,-0.023751462,0.005370933,0.016539912,0.004495655,0.012103043,-0.011380992,0.010957013,0.001002737,0.025346647,0.018676467,-0.000434495,0.018924407,0.014674076,-0.02363309,0.004856212,-0.002635742,0.005296626,-0.050613168,0.013476922,0.028409324,0.020046932,-0.015806574,-0.000261138,0.003215247,-0.009076864,-0.007811795,0.014414664,0.000854631,-0.024344852,0.002191061,0.081754385,0.007282593,-0.039918217,0.012991878,-0.004925138,0.011408269,0.054834546,0.002647748,0.032836575,0.015744429,0.013128176,0.041934866,0.034837747,0.010800444,0.033495068
